22,3,147655,2,10,3,9,2,1,0,0,0,40,1,1
53,3,149784,1,13,1,6,3,1,1,7688,0,40,1,-1
44,6,153132,1,13,1,5,3,1,1,7688,0,52,1,-1
39,5,153976,11,14,1,6,3,1,1,0,0,40,1,-1
37,2,154641,6,12,1,10,3,1,1,2105,0,50,1,1
31,3,156763,4,9,1,4,3,1,1,2829,0,40,1,1
53,3,156843,11,14,3,6,4,1,0,0,1564,54,1,-1
50,3,156877,3,7,1,11,3,1,1,0,0,70,1,-1
30,3,156890,4,9,1,8,3,1,1,0,0,45,1,1
34,3,157747,1,13,1,5,3,1,1,0,0,40,1,-1
32,3,158438,2,10,1,5,3,1,1,0,0,60,1,-1
43,3,159549,2,10,1,4,3,1,1,0,0,50,1,-1
52,6,159755,7,11,1,6,3,1,1,0,0,50,1,-1
37,1,160402,1,13,1,6,3,1,1,0,0,55,1,-1
34,3,160449,4,9,1,8,3,1,1,0,0,44,1,-1
24,3,161708,4,9,2,5,4,1,0,0,0,45,1,-1
29,3,163167,4,9,2,4,2,1,1,0,0,40,1,1
41,3,163322,3,7,2,5,6,1,0,0,0,36,1,1
43,3,163985,4,9,1,2,3,1,1,0,0,40,1,1
20,3,164775,15,3,3,7,5,1,1,0,0,40,32,1
35,3,165930,2,10,1,2,3,1,1,0,0,40,1,1
47,3,165937,4,9,1,8,3,1,1,0,0,50,1,-1
63,2,167501,2,10,1,6,1,1,0,20051,0,10,1,-1
18,3,167979,3,7,3,4,2,1,1,0,0,15,1,1
41,3,168071,1,13,1,5,3,1,1,7298,0,50,1,-1
47,4,168109,4,9,1,9,3,1,1,0,0,70,1,1
49,3,168211,2,10,1,2,3,1,1,0,1485,40,1,-1
27,3,169460,1,13,1,5,3,1,1,0,0,40,1,1
17,5,170916,13,6,3,13,2,1,0,0,1602,40,1,1
44,3,171722,4,9,4,3,6,1,0,0,0,39,1,1
42,3,171841,5,15,1,6,3,1,1,0,0,60,1,1
39,3,172425,7,11,1,9,1,1,0,0,0,20,1,-1
43,6,172826,2,10,1,4,3,1,1,99999,0,55,1,-1
53,4,173093,2,10,1,5,1,2,0,0,1887,40,16,-1
17,5,173497,3,7,3,6,2,5,1,0,0,15,1,1
59,2,174056,1,13,1,4,3,1,1,15024,0,40,1,-1
65,6,174904,4,9,4,6,4,1,0,0,0,40,1,1
51,3,175339,1,13,1,4,3,1,1,0,0,47,1,-1
44,3,175935,14,16,1,9,3,1,1,0,0,55,1,-1
59,3,177120,8,5,1,3,3,1,1,0,0,40,1,1
66,6,177351,1,13,1,6,3,1,1,0,2174,40,1,-1
23,3,178207,2,10,3,7,6,3,0,0,0,35,1,1
35,3,178322,7,11,1,4,3,1,1,0,0,50,6,-1
76,5,178665,8,5,1,3,3,1,1,0,0,30,1,1
25,6,178960,3,7,3,6,6,1,0,0,0,40,1,1
29,5,179681,4,9,3,11,2,1,0,0,0,37,1,1
54,2,179704,1,13,1,5,3,1,1,0,0,45,1,-1
54,3,181132,4,9,1,8,3,1,1,0,0,40,3,-1
28,3,181776,2,10,3,9,4,1,0,0,0,40,1,1
29,3,181822,1,13,3,4,4,1,1,0,0,40,1,1
40,3,182268,16,1,6,9,2,1,1,0,0,40,1,1
41,3,183203,4,9,1,11,3,1,1,0,0,50,1,-1
44,1,183829,1,13,3,9,4,1,0,0,0,38,1,1
36,3,183892,2,10,1,2,3,1,1,7298,0,44,1,-1
36,6,183898,1,13,2,4,4,1,1,0,0,60,1,1
40,3,185145,14,16,1,6,3,1,1,0,0,40,1,-1
45,3,185385,4,9,1,8,3,1,1,0,0,40,1,1
38,3,185556,2,10,1,2,3,1,1,0,0,40,17,1
66,6,186032,7,11,5,6,4,1,0,2964,0,30,1,1
54,3,188186,4,9,3,3,5,1,0,0,0,20,31,1
60,6,189098,4,9,1,3,3,1,1,0,0,40,1,1
21,3,189749,2,10,3,4,2,1,1,0,0,40,1,1
31,3,189759,6,12,1,9,3,1,1,0,0,40,17,1
49,3,190319,1,13,6,9,4,3,1,0,0,40,16,1
30,3,190385,1,13,1,3,1,1,0,0,0,40,1,-1
51,3,191659,2,10,1,5,3,1,1,0,1887,65,1,-1
45,5,192684,2,10,2,9,6,5,0,0,0,38,1,1
45,3,192835,1,13,1,5,3,1,1,0,1977,55,1,-1
29,3,192924,7,11,2,9,4,1,0,0,0,40,1,1
34,3,193036,2,10,1,9,3,5,1,0,0,40,1,-1
25,3,193051,4,9,3,5,2,1,1,0,0,25,1,1
18,3,193166,8,5,3,4,2,1,0,0,0,42,1,1
51,3,194259,1,13,2,1,6,1,0,0,0,40,1,1
32,3,194426,1,13,1,1,3,1,1,15024,0,40,1,-1
20,5,194630,2,10,3,3,4,1,1,0,0,40,1,1
44,2,194636,4,9,1,2,3,1,1,3137,0,50,1,1
22,3,194723,1,13,3,9,2,1,0,0,0,10,1,1
47,3,194772,7,11,1,8,3,1,1,0,0,40,1,-1
53,1,195922,11,14,2,6,4,1,0,0,0,40,1,1
20,3,196678,10,8,3,9,2,1,0,0,0,40,1,1
17,3,198146,3,7,3,4,2,1,0,0,0,16,1,1
44,3,198282,11,14,1,5,3,1,1,15024,0,40,1,-1
37,3,201531,6,12,1,8,3,1,1,0,0,40,1,-1
33,6,201763,1,13,1,4,3,1,1,0,0,50,1,-1
21,3,202125,4,9,3,3,4,1,1,0,0,40,1,1
30,3,203277,4,9,1,13,3,1,1,0,0,60,1,-1
34,3,203408,1,13,1,6,3,1,1,7688,0,50,1,-1
51,3,204322,7,11,1,7,3,1,1,0,0,40,1,-1
47,5,204377,2,10,3,3,2,1,0,0,0,20,1,1
57,3,206206,1,13,1,4,3,1,1,0,0,40,1,-1
31,4,207301,4,9,1,9,1,1,0,0,0,40,1,-1
51,3,207449,1,13,1,5,3,1,1,0,0,55,1,1
36,3,207568,4,9,1,2,3,1,1,0,0,50,1,1
60,3,207665,4,9,1,1,1,1,0,0,0,40,1,-1
51,6,208302,6,12,1,4,3,1,1,0,0,38,1,-1
27,2,208406,1,13,1,5,3,1,1,0,0,60,1,-1
39,3,210626,4,9,2,8,6,1,0,0,0,40,1,1
47,3,211668,4,9,1,8,1,5,0,0,0,40,1,-1
32,3,211699,6,12,1,5,1,1,0,0,1485,40,1,-1
56,6,211804,1,13,1,4,3,1,1,15024,0,50,1,-1
26,3,212748,4,9,1,11,3,1,1,0,0,40,1,1
23,3,213115,4,9,3,9,2,5,0,0,0,40,1,1
47,3,213140,7,11,1,2,3,1,1,7688,0,40,1,-1
26,5,213451,2,10,3,3,2,5,0,0,0,10,19,1
49,4,213668,11,14,3,5,4,1,1,0,0,56,1,-1
42,3,213821,4,9,1,2,3,1,1,0,1887,40,1,-1
49,3,214169,2,10,1,2,3,1,1,0,0,40,1,-1
29,3,214858,1,13,1,4,3,1,1,0,0,40,1,-1
40,3,214891,1,13,6,11,2,4,1,0,0,45,6,1
34,3,215047,2,10,3,5,4,1,1,0,0,45,1,1
34,6,215382,11,14,4,6,4,1,0,4787,0,40,1,-1
23,6,215395,7,11,3,2,4,1,1,0,0,50,1,1
24,3,215712,2,10,3,3,4,1,1,0,0,35,1,1
63,6,215833,4,9,1,5,3,1,1,0,0,40,1,-1
27,3,215955,2,10,1,9,3,1,1,2829,0,40,1,1
46,5,216214,1,13,1,6,3,1,1,0,0,35,1,-1
23,3,216811,4,9,3,9,2,1,0,0,0,16,1,1
31,3,219509,4,9,1,3,3,1,1,0,0,40,21,-1
36,3,219814,8,5,1,2,3,1,1,0,0,35,32,1
31,3,220066,1,13,3,5,4,1,0,14344,0,50,1,-1
41,3,220132,4,9,1,5,3,1,1,7298,0,40,1,-1
60,2,220342,3,7,1,10,3,1,1,0,0,35,1,1
19,3,220819,4,9,3,10,2,1,0,0,0,40,1,1
53,4,221791,4,9,2,2,4,5,1,0,0,40,1,1
32,5,222900,1,13,4,6,4,1,0,0,0,50,1,-1
47,1,224149,1,13,2,5,4,1,0,0,0,40,1,-1
33,3,226267,9,4,3,4,4,1,1,0,0,43,21,1
45,3,228570,4,9,1,4,1,1,0,0,0,35,1,1
51,3,231181,2,10,3,8,4,1,1,0,0,21,1,1
36,2,233533,2,10,1,2,3,1,1,0,0,60,1,-1
42,3,235786,6,12,1,2,3,1,1,0,0,50,1,-1
39,2,237532,4,9,1,4,1,5,0,0,0,54,25,-1
46,3,238162,1,13,1,2,3,1,1,0,0,45,1,-1
45,5,238386,2,10,1,13,3,1,1,0,0,40,1,-1
44,4,239539,1,13,1,9,3,2,1,0,0,40,16,-1
25,3,240081,4,9,3,4,2,5,1,0,0,40,1,1
60,3,240521,4,9,1,2,3,1,1,7298,0,40,1,-1
45,3,241350,6,12,1,2,3,1,1,0,0,45,1,-1
21,3,241367,2,10,3,9,2,1,1,0,0,10,1,1
29,3,241431,11,14,1,4,3,1,1,7298,0,40,1,-1
45,3,242391,1,13,1,5,3,1,1,0,0,40,1,-1
19,3,243373,10,8,3,4,5,1,1,1055,0,40,1,1
61,2,244087,4,9,1,2,3,1,1,0,0,52,1,-1
34,3,244147,1,13,1,6,3,1,1,0,0,40,6,-1
43,3,244172,4,9,1,8,3,1,1,0,0,35,6,1
45,3,246891,1,13,1,4,3,1,1,0,1902,40,1,-1
47,3,251508,4,9,2,1,4,1,0,0,0,36,1,1
34,1,253121,1,13,1,6,3,1,1,0,0,40,1,1
42,3,253770,2,10,2,9,6,1,0,0,0,40,1,1
26,3,256000,5,15,1,6,3,1,1,99999,0,60,1,-1
43,2,260696,11,14,2,6,4,1,0,0,0,20,1,1
41,4,263339,4,9,1,11,3,1,1,0,0,40,1,-1
18,3,266489,2,10,3,5,4,1,1,0,0,50,1,1
52,3,266529,2,10,1,6,3,1,1,0,0,45,1,-1
37,3,269329,7,11,2,6,4,1,0,8614,0,45,1,-1
26,3,270151,1,13,3,4,4,1,0,0,0,40,1,1
33,3,275369,9,4,4,7,4,5,1,0,0,35,29,1
47,3,277545,1,13,1,9,3,2,1,0,0,40,6,-1
40,2,280433,1,13,1,2,3,1,1,0,0,50,1,1
58,1,280519,4,9,2,3,2,5,1,0,0,40,1,1
31,4,281540,6,12,1,1,3,1,1,0,0,45,1,1
23,2,282604,3,7,1,11,3,1,1,7688,0,60,1,-1
28,2,282972,1,13,3,6,4,1,0,0,0,4,1,1
52,3,284129,2,10,1,2,3,1,1,0,0,40,1,-1
53,5,287192,12,2,1,3,3,1,1,0,0,32,21,1
32,3,288229,2,10,1,4,5,2,0,0,0,40,10,1
33,3,288273,10,8,4,9,6,1,0,1471,0,40,1,1
41,3,288679,4,9,1,2,3,1,1,0,0,40,1,1
42,1,293791,1,13,1,5,3,1,1,0,0,50,1,-1
53,3,302868,1,13,1,4,3,1,1,0,0,50,1,-1
28,3,303954,4,9,1,2,3,1,1,0,1848,42,1,-1
41,3,304906,1,13,1,5,3,1,1,0,0,40,1,-1
21,3,305446,2,10,3,5,4,1,1,0,0,40,1,1
24,3,306779,2,10,3,4,4,1,1,0,0,65,1,1
33,2,312055,1,13,1,4,3,1,1,0,0,45,1,-1
39,3,315776,11,14,3,5,4,5,1,8614,0,52,1,-1
21,3,317175,4,9,3,11,4,1,1,0,0,60,1,1
48,3,318331,4,9,3,4,2,1,1,0,0,40,1,1
64,3,319371,1,13,1,5,3,1,1,15024,0,40,1,-1
55,3,320835,1,13,1,4,3,1,1,0,0,50,1,-1
21,3,322144,2,10,3,3,4,1,1,0,0,40,1,1
33,3,326104,2,10,1,5,3,1,1,0,0,50,1,-1
44,3,326232,1,13,2,5,6,1,1,0,2547,50,1,-1
39,6,329980,1,13,1,4,3,1,1,0,2415,60,1,-1
19,3,331433,4,9,3,13,4,1,1,0,0,32,1,1
47,6,331650,4,9,1,6,1,1,0,0,0,8,1,-1
38,4,338320,5,15,1,6,3,1,1,0,1977,50,1,-1
34,3,340917,5,15,1,5,3,1,1,2829,0,50,6,1
47,3,341471,4,9,2,12,4,1,0,0,0,4,1,1
34,2,345705,4,9,3,2,4,1,1,0,0,45,1,-1
57,3,346963,1,13,1,5,3,1,1,0,0,40,1,-1
51,3,357949,1,13,2,6,4,1,0,0,0,16,1,1
45,3,358886,4,9,1,11,3,1,1,0,0,40,1,-1
27,3,359155,1,13,1,6,1,1,0,0,0,40,1,-1
37,1,367237,7,11,3,6,4,1,1,8614,0,40,1,-1
52,3,373367,3,7,5,2,4,1,1,0,0,40,1,1
64,6,380687,1,13,1,6,1,5,0,0,0,8,1,1
43,3,388725,6,12,1,4,3,1,1,0,0,40,1,1
36,3,393673,6,12,1,5,1,1,0,0,0,50,1,-1
33,3,399088,4,9,2,11,6,1,0,0,0,40,1,1
49,3,403112,4,9,2,3,6,5,0,0,0,32,1,1
25,3,404951,1,13,3,5,4,5,0,0,0,38,1,1
21,3,410439,2,10,3,4,2,1,1,0,0,24,1,1
30,3,432565,7,11,1,1,5,1,0,0,0,40,5,-1
41,2,438696,11,14,2,4,6,1,1,0,0,5,1,-1
24,3,448026,1,13,3,4,2,1,1,0,0,40,1,1
47,3,481987,4,9,1,3,3,1,1,0,0,40,1,-1
29,3,490332,2,10,1,11,3,1,1,0,0,45,1,-1
39,3,491000,1,13,3,5,5,5,1,0,0,45,1,1
39,3,505119,11,14,1,5,3,1,1,0,0,40,13,-1
39,3,509060,2,10,2,3,4,1,1,0,0,40,1,1
